Name,Type,Region,Address,City,Postal Code,State,Longitude,Latitude,ID
Il Dosso Verde - Milano,RIA,Lombardia,,,,Italy,,,CVM451
Ist. La Nostra Famiglia - Veda,RIA,Lombardia,,,,Italy,,,DLE455
Ist. Nostra Famiglia - Castigl,RIA,Lombardia,,,,Italy,,,EWR644
Ist.Fond.Don Gnocchi-Godiasco,RIA,Lombardia,,,,Italy,,,RKJ816
Ist.Ger.Golgi-Abbiategrasso,RIA,Lombardia,,,,Italy,,,RWK476
Ist.Ger.O.P.Colleoni-Beldosso,RIA,Lombardia,,,,Italy,,,VYT533
Ist.Geriat.P.Redaelli-Vimodron,RIA,Lombardia,,,,Italy,,,BJA670
Ist.Geriatrico Redaelli - Mila,RIA,Lombardia,,,,Italy,,,SBH511
Ist.La Ns.Fam.-Bosisio Parini,RIA,Lombardia,,,,Italy,,,TOH707
Ist.La Ns.Famiglia-Mand.Lario,RIA,Lombardia,,,,Italy,,,RVS415
Ist.La Sacra Famiglia-Perledo,RIA,Lombardia,,,,Italy,,,SFX514
"Istituto ""Angelo Custode""- Pre",RIA,Lombardia,,,,Italy,,,IWW222
Istituto A.I.A.S. - Busto Arsi,RIA,Lombardia,,,,Italy,,,RIB125
Istituto A.N.F.A.S. - Milano,RIA,Lombardia,,,,Italy,,,KFH882
Istituto Di Riabilitazione Cas,RIA,Lombardia,,,,Italy,,,BKN458
Istituto Don Gnocchi-Pessano,RIA,Lombardia,,,,Italy,,,TQU533
Istituto Don Luigi Palazzolo -,RIA,Lombardia,,,,Italy,,,DLC506
Istituto Dosso Verde-Pavia,RIA,Lombardia,,,,Italy,,,JWP630
Istituto G.Frisia-Merate,RIA,Lombardia,,,,Italy,,,CPD357
Istituto La Sacra Famiglia,RIA,Lombardia,,,,Italy,,,RLJ461
Istituto Opera Pia Rota - Alme,RIA,Lombardia,,,,Italy,,,NZM623
Istituto Ospedaliero-Sospiro,RIA,Lombardia,,,,Italy,,,FKN414
La Nostra Famiglia - Carate Br,RIA,Lombardia,,,,Italy,,,NHZ400
La Nostra Famiglia - Cislago,RIA,Lombardia,,,,Italy,,,DBR336
La Nostra Famiglia - Como,RIA,Lombardia,,,,Italy,,,PVO227
La Nostra Famiglia - Sesto S.G,RIA,Lombardia,,,,Italy,,,NCO174
Luogo Pio Osp. Raimondi-Gorla,RIA,Lombardia,,,,Italy,,,OYL743
Oo.Pp.Annesse - Bergamo,RIA,Lombardia,,,,Italy,,,VLB210
Pia Casa Di Riposo Cardinal C.,RIA,Lombardia,,,,Italy,,,GRS982
Pia Fond.Val Camonica-Malegno,RIA,Lombardia,,,,Italy,,,ZIX110
Piccolo Cottolengo Don Orione,RIA,Lombardia,,,,Italy,,,AWT565
Pio Albergo Trivulzio - Milano,RIA,Lombardia,,,,Italy,,,REA781
Pro Juventute Don Gnocchi,RIA,Lombardia,,,,Italy,,,DUG117
Serv. Riabilitazione Territori,RIA,Lombardia,,,,Italy,,,GTM988
Unita¿ Geriatrica Riablitativa,RIA,Lombardia,,,,Italy,,,RXP191
Vicardial - Istituto Medico Ri,RIA,Lombardia,,,,Italy,,,GEM677
Villa Al Lago S.R.L.,RIA,Lombardia,,,,Italy,,,IIM354
Centro Vaccinale - Matelica,STS,Marche,,,,Italy,,,QPU960
Centro Vaccinale C/O Centro Sportivo Multifunzionale - Camerino,STS,Marche,,,,Italy,,,GNE210
Centro Vaccinale C/O Croce Azzurra - Porto San Giorgio,STS,Marche,,,,Italy,,,RCU974
Centro Vaccinale C/O Distretto - Montegranaro,STS,Marche,,,,Italy,,,NNH467
Centro Vaccinale C/O Distretto Sanitario - Petritoli,STS,Marche,,,,Italy,,,ZQO285
Centro Vaccinale C/O Ex Scuola Elementare - Amandola,STS,Marche,,,,Italy,,,DBS794
Centro Vaccinale C/O Iper Rossini - Pesaro,STS,Marche,,,,Italy,,,TFH940
Centro Vaccinale C/O Nuova Palestra Fermi - Fabriano,STS,Marche,,,,Italy,,,OIP747
Centro Vaccinale C/O Ospedale - Amandola,STS,Marche,,,,Italy,,,LAS719
Centro Vaccinale C/O Palaprometeo - Ancona,STS,Marche,,,,Italy,,,GHK422
Centro Vaccinale C/O Palazzetto Dello Sport - Ascoli Piceno,STS,Marche,,,,Italy,,,MNJ696
Centro Vaccinale C/O Palazzetto Dello Sport - Gradara,STS,Marche,,,,Italy,,,LMN260
Centro Vaccinale C/O Palazzetto Dello Sport - Porto Sant'Elpidio,STS,Marche,,,,Italy,,,RTF216
Centro Vaccinale C/O Palestra Comunale - Falerone,STS,Marche,,,,Italy,,,KCC922
Centro Vaccinale C/O Palestre Zannoni - Jesi,STS,Marche,,,,Italy,,,ZCD538
Centro Vaccinale C/O Sala Italia - San Severino Marche,STS,Marche,,,,Italy,,,KEY892
Centro Vaccinale C/O Scuola Mancini - Fermo,STS,Marche,,,,Italy,,,KEX124
Centro Vaccinale C/O Vigili Del Fuoco - Senigallia,STS,Marche,,,,Italy,,,NYJ849
Centro Vaccinale Civitanova Marche,STS,Marche,,,,Italy,,,CVK389
Centro Vaccinale Macerata,STS,Marche,,,,Italy,,,QPA148
Centro Vaccinale P/O Bocciodromo - Urbino,STS,Marche,,,,Italy,,,UTO606
Centro Vaccinale P/O Cetro Ortofrutticolo - Fano,STS,Marche,,,,Italy,,,URH695
Centro Vaccinale P/O Palazzetto Dello Sport - San Benedetto Del Tronto,STS,Marche,,,,Italy,,,EYE727
Dt01 Car Eta' Evolutiva Pesaro,RIA,Marche,,,,Italy,,,PNJ114
Dt05 Poliambulatorio Carlo Urbani,STS,Marche,,,,Italy,,,VYK538
Dt08 Ambulatori H Civitanova,STS,Marche,,,,Italy,,,KND140
Dt09 Osp. Macerata,STS,Marche,,,,Italy,,,HGW698
Dt09 Terme Di San Giacomo - Sarnano,STS,Marche,,,,Italy,,,JGE727
Dt09 Terme Di Santa Lucia - Tolentino,STS,Marche,,,,Italy,,,ULG991
Dt10 Pres. Osp. Camerino,STS,Marche,,,,Italy,,,OAX629
Dt12 Ospedale- Ambulatori Divisiona,STS,Marche,,,,Italy,,,CFG142
Dt13 Centro Sport Life,RIA,Marche,,,,Italy,,,UWK387
Dt13 Poliamb. Di Ascoli Piceno,STS,Marche,,,,Italy,,,KJD375
Dt13 Poliambulatorio Ospedale Mazzoni,STS,Marche,,,,Italy,,,DYJ443
Ospedale San Salvatore - Pesaro,STS,Marche,,,,Italy,,,AGF510
Ospedale Santa Croce - Fano,STS,Marche,,,,Italy,,,OKU991
Presidio Ospedaliero Umberto I,STS,Marche,,,,Italy,,,KVN352
Zt01 Riab. Intens. 'Galantara',RIA,Marche,,,,Italy,,,PRX301
Zt02 Istituto Riab. S. Stefano,RIA,Marche,,,,Italy,,,DJX950
Zt03 Fondazione Don Gnocchi,RIA,Marche,,,,Italy,,,OIF271
Zt05 Centro Amb Riabilit Murri,RIA,Marche,,,,Italy,,,KOO781
Zt05 Centro Amb S.Stefano Filo,RIA,Marche,,,,Italy,,,LMJ842
Zt06 Centro Amb. S.Stefano,RIA,Marche,,,,Italy,,,XUC711
Zt06 Comunita La Buona Novella,RIA,Marche,,,,Italy,,,NZY231
Zt07 Abitare Il Tempo - Loreto,RIA,Marche,,,,Italy,,,MDW245
Zt07 Fondazione Don Gnocchi,RIA,Marche,,,,Italy,,,ADW823
Zt07 Ist Riab Villa Adria,RIA,Marche,,,,Italy,,,VQG252
Zt07 Lega Del Filo D'Oro Onlus,RIA,Marche,,,,Italy,,,KFJ328
Zt07Residenza Dorica S.Stefano,RIA,Marche,,,,Italy,,,IIB699
Zt08 Istituto Paolo Ricci,RIA,Marche,,,,Italy,,,WYL420
Zt08 Riab S.Stefano Civit Ex26,RIA,Marche,,,,Italy,,,ZYC903
Zt08 Riabilitazione S.Stefano,RIA,Marche,,,,Italy,,,EMX546
Zt08 Villaggio Delle Ginestre,RIA,Marche,,,,Italy,,,SJA552
Zt09 Cent. Amb Sstef -Macerata,RIA,Marche,,,,Italy,,,WHX175
Zt09 Centro Amb Sstef Tolentin,RIA,Marche,,,,Italy,,,UXV355
Zt10 Centro Amb S. Stefano Cam,RIA,Marche,,,,Italy,,,OBO946
Zt10 Centro Amb S. Stefano Mat,RIA,Marche,,,,Italy,,,DYU716
Zt11 Centro Riab. Montessori,RIA,Marche,,,,Italy,,,BIA180
Zt11 Comunita' Capodarco Fermo,RIA,Marche,,,,Italy,,,ASR785
Zt11 Istituto Mancinelli,RIA,Marche,,,,Italy,,,ZPY119
Zt12 Centro Amb S.Stefano,RIA,Marche,,,,Italy,,,TRW724
Zt13 Ist.Ria. S.Stefano Ascoli,RIA,Marche,,,,Italy,,,PDT392
C. Di Riab. Molisani S.R.L.,RIA,Molise,,,,Italy,,,RUK189
C. Di Riab. Molisani S.R.L.-,RIA,Molise,,,,Italy,,,YFA397
C. Di Riab.Molisani S.R.L.,RIA,Molise,,,,Italy,,,HIA704
C. Riab. S. Stef.A.R.-Termoli,RIA,Molise,,,,Italy,,,GWJ558
Carsic S.R.L.,RIA,Molise,,,,Italy,,,PIP889
Casa Della Salute Is Ex Art.26,RIA,Molise,,,,Italy,,,ROA779
Casa Salute Larino - Ex Art.26,RIA,Molise,,,,Italy,,,UHJ118
Centro Fisioter - Termoli -,RIA,Molise,,,,Italy,,,DIV923
Centro Paola Pavone,RIA,Molise,,,,Italy,,,FST514
Centro San Stef.Ar(Abano Term),RIA,Molise,,,,Italy,,,DJS894
Domenico  Francesco Potito Srl,RIA,Molise,,,,Italy,,,LLN382
Fisiomedica Loretana S.R.L.,RIA,Molise,,,,Italy,,,YAO924
Fondaz. Padre A. Mileno Onlus,RIA,Molise,,,,Italy,,,KPZ792
Fondaz. Padre A. Mileno Onlus-,RIA,Molise,,,,Italy,,,JTR690
Ist. Molisano Di Riabilitaz.,RIA,Molise,,,,Italy,,,CJM126
L'Incontro Srl,RIA,Molise,,,,Italy,,,POB194
Logopedia Niro U.Ec. S.A.S.,RIA,Molise,,,,Italy,,,TJG322
Riabilis,RIA,Molise,,,,Italy,,,LQP593
Accademia Cusanus - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,YHT762
Casa Culturale Campo Tures - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,UMG344
Casa Culturale Rasun Di Sopra - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,DCR690
Casa Dei Congressi Valdaora - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,WIB993
"Casa Della Cultura ""Karl Schönherr"" - Vaccinazioni Covid",STS,Bolzano,,,,Italy,,,FZC913
Casa Della Cultura Di La Villa - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,SUL525
Casa Della Cultura Malles - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,LUW224
Casa Delle Associazioni Cadipietra - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,EMY388
Casa Ex Tribunale Di Brunico - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,VGA431
Casa Michael Pacher - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,ESW174
Casa Paul Troger - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,YNJ638
Casa Raiffeisen - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,FAI979
Centro Oratorio Don Bosco - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,KSY639
Centro Scolastico J. Gasser - Centro Vaccinazione Covid,STS,Bolzano,,,,Italy,,,YFJ172
Distretto Alta Val Venosta,STS,Bolzano,,,,Italy,,,VCG578
Distretto Di Lana,STS,Bolzano,,,,Italy,,,SEL846
Distretto Di Merano,STS,Bolzano,,,,Italy,,,VQB701
Distretto Di Naturno,STS,Bolzano,,,,Italy,,,SUO198
Distretto Media Val Venosta,STS,Bolzano,,,,Italy,,,TPF156
Distretto Sanitario Alta Pusteria,STS,Bolzano,,,,Italy,,,REZ550
Distretto Sanitario Val Badia,STS,Bolzano,,,,Italy,,,QBH796
Distretto Sanitario Valle Di Tures - Aurina,STS,Bolzano,,,,Italy,,,QBZ240
Distretto Sanitario-Bassa Atesina,STS,Bolzano,,,,Italy,,,OYU256
Distretto Sanitario-Oltradige,STS,Bolzano,,,,Italy,,,JKC921
Distretto Val Passiria,STS,Bolzano,,,,Italy,,,FRL517
Ex-Despar Vipiteno - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,VOA348
Fiera Di Bolzano - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,QZA510
'Kurhaus' Merano - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,MPY998
Regg.Log. 'Julia'- Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,FLY371
Salus Center,RIA,Bolzano,,,,Italy,,,XKZ527
Teatro Comunale Vipiteno - Vaccinazioni Covid,STS,Bolzano,,,,Italy,,,CZV215
Aeroporto Di Caselle Vaccinazi,STS,Piemonte,,,,Italy,,,WVD505
Ambulatorio Di Pragelato,STS,Piemonte,,,,Italy,,,FLL128
Ambulatorio Vaccinazioni Covid,STS,Piemonte,,,,Italy,,,KIJ204
Ass. Centri V.C.O. Domodossola,RIA,Piemonte,,,,Italy,,,TZF920
Ass. Centri V.C.O. Gravellona,RIA,Piemonte,,,,Italy,,,EQT905
Attivazione Ambulatorio Vaccin,STS,Piemonte,,,,Italy,,,RBR769
Attivazione Sede Per Ambulator,STS,Piemonte,,,,Italy,,,PAY908
Attivita' Distrettuale - Distr,STS,Piemonte,,,,Italy,,,ZPF331
C.A. Gibi Anteo,STS,Piemonte,,,,Italy,,,HMY960
C.D. Dipendenze La Svolta,STS,Piemonte,,,,Italy,,,JKQ542
C.V. Pediatri Libera Scelta -,STS,Piemonte,,,,Italy,,,FPN513
Casa Circondariale Alessandria,STS,Piemonte,,,,Italy,,,IJY673
Casa Circondariale Di Verbania,STS,Piemonte,,,,Italy,,,GTF452
Casa Madre Mazzarello,STS,Piemonte,,,,Italy,,,INR425
Casa Pratoverde Anteo,STS,Piemonte,,,,Italy,,,FQC430
"Casa Reclusione Alessandria ""S",STS,Piemonte,,,,Italy,,,UIH545
Casa Xenia Psich.,STS,Piemonte,,,,Italy,,,INS790
Cd Cossato Anteo,STS,Piemonte,,,,Italy,,,FZZ997
"Centro ""Paolo Vi""             ",RIA,Piemonte,,,,Italy,,,PNF459
Centro Commerciale Lingotto -,STS,Piemonte,,,,Italy,,,TJZ290
Centro Di Riabil. Ferrero,RIA,Piemonte,,,,Italy,,,ULD688
Centro Diurno Biella Anteo,STS,Piemonte,,,,Italy,,,XUZ535
Centro Eventi Multifunzionale,STS,Piemonte,,,,Italy,,,LKF751
Centro Fieristico Museo Dei Ca,STS,Piemonte,,,,Italy,,,KDW636
Centro Polifunzionale Piu' Spo,STS,Piemonte,,,,Italy,,,DEL830
Centro Polivalente Covid - Pra,STS,Piemonte,,,,Italy,,,HPA894
Centro Sportivo Bussolino Spor,STS,Piemonte,,,,Italy,,,PTZ586
Centro Sportivo Giacomo Gaigli,STS,Piemonte,,,,Italy,,,RDP468
"Centro Vaccinale ""Il Bowling"" ",STS,Piemonte,,,,Italy,,,CHS523
"Centro Vaccinale ""Il Globo""   ",STS,Piemonte,,,,Italy,,,KRM589
Centro Vaccinale Banca Sella,STS,Piemonte,,,,Italy,,,IFG255
Centro Vaccinale Castellazzo S,STS,Piemonte,,,,Italy,,,JOX636
Centro Vaccinale Covid-19 - Bo,STS,Piemonte,,,,Italy,,,GWW734
Centro Vaccinale Covid-19 - Ce,STS,Piemonte,,,,Italy,,,TXK526
Centro Vaccinale Covid19 - Goz,STS,Piemonte,,,,Italy,,,ETZ217
Centro Vaccinale Covid-19 - Or,STS,Piemonte,,,,Italy,,,ZFD913
Centro Vaccinale Covid-19 - Pa,STS,Piemonte,,,,Italy,,,HSM715
Centro Vaccinale Covid19 - Var,STS,Piemonte,,,,Italy,,,QJB662
Centro Vaccinale Covid19 Ex Ca,STS,Piemonte,,,,Italy,,,WQI155
Centro Vaccinale Covid19 Ipazi,STS,Piemonte,,,,Italy,,,DGJ113
Centro Vaccinale Covid19 Mmg A,STS,Piemonte,,,,Italy,,,WMK563
Centro Vaccinale Covid19 Pala,STS,Piemonte,,,,Italy,,,XGR170
Centro Vaccinale Covid19 Palaf,STS,Piemonte,,,,Italy,,,HNU661
Centro Vaccinale Covid19 Salon,STS,Piemonte,,,,Italy,,,ILJ216
Centro Vaccinale Cus Torino,STS,Piemonte,,,,Italy,,,DLA611
Centro Vaccinale Farmacie,STS,Piemonte,,,,Italy,,,QTS418
Centro Vaccinale Ga Dsm Nord,STS,Piemonte,,,,Italy,,,OCX706
Centro Vaccinale Ga Dsm Sud,STS,Piemonte,,,,Italy,,,UWH345
Centro Vaccinale Mmg,STS,Piemonte,,,,Italy,,,BYJ396
Centro Vaccinale Municipio Di,STS,Piemonte,,,,Italy,,,TZB261
Centro Vaccinale Salone Sterna,STS,Piemonte,,,,Italy,,,SFM581
Centro Vaccinale Teatro Civico,STS,Piemonte,,,,Italy,,,JDN470
Centro Vaccinazione Covid Cand,STS,Piemonte,,,,Italy,,,QQV525
Centro Vaccinazioni Covid-19 P,STS,Piemonte,,,,Italy,,,PEJ475
Centromediciinsieme,STS,Piemonte,,,,Italy,,,QWZ857
Croce Rossa Italiana Centro Fe,STS,Piemonte,,,,Italy,,,JWT141
Cv Centro Diurno Villa Marazza,STS,Piemonte,,,,Italy,,,RLJ612
Cv Centro Fiere Caresanablot,STS,Piemonte,,,,Italy,,,ZDB122
Cv Covid19 - Mmg Biandrate,STS,Piemonte,,,,Italy,,,GRK950
Cv Covid19 - Mmg Oleggio,STS,Piemonte,,,,Italy,,,LYF820
Cv Disabili C.I.S.A. Ovest Tic,STS,Piemonte,,,,Italy,,,QDT593
Cv Disabili Comune Arona,STS,Piemonte,,,,Italy,,,CXL966
Cv Disabili Comune Novara,STS,Piemonte,,,,Italy,,,YQE102
Dipartimento Prevenzione Sisp,STS,Piemonte,,,,Italy,,,VLP821
Domus Laetitiae Soc. Coop.Soci,RIA,Piemonte,,,,Italy,,,IUW495
Drive Through_Le Gru Di Grugli,STS,Piemonte,,,,Italy,,,SNA734
Drive Through_Parcheggio Avigl,STS,Piemonte,,,,Italy,,,OPO894
Drive Through_Parcheggio Conse,STS,Piemonte,,,,Italy,,,MKR327
Drive Through_Piazzetta Peano,STS,Piemonte,,,,Italy,,,PPL924
Ex Comunita' Montana Monte Ros,STS,Piemonte,,,,Italy,,,WNA408
G. A. Ponderano,STS,Piemonte,,,,Italy,,,BDC743
G. A. Vernato Biella,STS,Piemonte,,,,Italy,,,SXA634
G.A. Faccenda Anteo,STS,Piemonte,,,,Italy,,,NCW913
G.A.I. I Cedri,STS,Piemonte,,,,Italy,,,JSC157
Ga Villa Margherita Anteo,STS,Piemonte,,,,Italy,,,HTP987
"Giovanni Xxiii Srl ""Centro Don",RIA,Piemonte,,,,Italy,,,VIX824
Hub Nuvola Lavazza,STS,Piemonte,,,,Italy,,,HOQ230
Il Margine Cascina Castagneto,STS,Piemonte,,,,Italy,,,ZZP948
Istituto Sacra Famiglia,RIA,Piemonte,,,,Italy,,,KGR761
J Medical Centro Vaccinale,STS,Piemonte,,,,Italy,,,VRA452
Kongresshaus,STS,Piemonte,,,,Italy,,,CMY247
Palalancia Chivasso Somministr,STS,Piemonte,,,,Italy,,,FSD771
Polivalente Cossato - Mercato,STS,Piemonte,,,,Italy,,,SNF283
Polo Logistico Protezione Civi,STS,Piemonte,,,,Italy,,,VXI553
Privata_Castello Di Rivoli,STS,Piemonte,,,,Italy,,,GPJ309
Punto Vaccinale Biagini Castig,STS,Piemonte,,,,Italy,,,LZH964
Punto Vaccinale C/O Casa Di Cu,STS,Piemonte,,,,Italy,,,HUX534
Punto Vaccinale Carignano Via,STS,Piemonte,,,,Italy,,,UEI429
Punto Vaccinale Carmagnola Ant,STS,Piemonte,,,,Italy,,,XIW192
Punto Vaccinale Centro Incontr,STS,Piemonte,,,,Italy,,,MWI236
Punto Vaccinale Chieri Sala Co,STS,Piemonte,,,,Italy,,,XXS371
Punto Vaccinale Covid _Allianz,STS,Piemonte,,,,Italy,,,EYF194
Punto Vaccinale Mmg Asl Al,STS,Piemonte,,,,Italy,,,IBF191
Punto Vaccinale Moncalieri For,STS,Piemonte,,,,Italy,,,UXV496
Punto Vaccinale Moncalieri Str,STS,Piemonte,,,,Italy,,,ORB384
Punto Vaccinale Nichelino Via,STS,Piemonte,,,,Italy,,,EMS454
Punto Vaccinale Strutture Resi,STS,Piemonte,,,,Italy,,,FJJ350
Punto Vaccinale Via Farini - V,STS,Piemonte,,,,Italy,,,MOD559
Punto Vaccinale Via Michelange,STS,Piemonte,,,,Italy,,,QVC156
Punto Vaccinale Via San Rocco,STS,Piemonte,,,,Italy,,,JWE663
Punto Vaccinale Via Sesone - B,STS,Piemonte,,,,Italy,,,SON806
Punto Vaccinale Vinovo P.Za 2,STS,Piemonte,,,,Italy,,,QLJ699
Punto Vaccinale Vinovo Tetti R,STS,Piemonte,,,,Italy,,,GKT952
Pvt Castelnuovo Don Bosco,STS,Piemonte,,,,Italy,,,QWN274
Pvt Chieri Palavaccini,STS,Piemonte,,,,Italy,,,GJF617
Reale Hub Cv 19,STS,Piemonte,,,,Italy,,,LKG434
Scuola Media Innocenzo Ix - Ba,STS,Piemonte,,,,Italy,,,HDO276
Scuola Nazionale Federale Di E,STS,Piemonte,,,,Italy,,,HEU862
Sede Biverbanca Biella,STS,Piemonte,,,,Italy,,,OUN400
Uni.To Rettorato Punto Vaccina,STS,Piemonte,,,,Italy,,,DDA681
Unione Montana Valli Dell'Osso,STS,Piemonte,,,,Italy,,,GLK641
Vaccini Covid - Distretto Nord,STS,Piemonte,,,,Italy,,,DEE389
Vaccini Covid - Distretto Sud-,STS,Piemonte,,,,Italy,,,YWJ689
Vaccini Covid Distretto Nord-O,STS,Piemonte,,,,Italy,,,TEO863
Vaccini Covid Popolazione - Si,STS,Piemonte,,,,Italy,,,XNY459
Vaccini Covid Sisp - Saviglian,STS,Piemonte,,,,Italy,,,AOS671
Villa Aglietta Anteo,STS,Piemonte,,,,Italy,,,PFO978
Amb. Audiol. Foniatr. Lecce,RIA,Puglia,,,,Italy,,,GRX752
Ambulatorio Galatina,RIA,Puglia,,,,Italy,,,HKS116
Ambulatorio Gallipoli,RIA,Puglia,,,,Italy,,,ANZ631
Ambulatorio Martano,RIA,Puglia,,,,Italy,,,RFP246
"Ambulatorio Medico Mobile ""Camper"" Targato Gf084Ew",STS,Puglia,,,,Italy,,,EOA170
Ambulatorio Nardo',RIA,Puglia,,,,Italy,,,ROP574
Ambulatorio Poggiardo,RIA,Puglia,,,,Italy,,,GRA417
Ambulatorio Riab- Gagliano,RIA,Puglia,,,,Italy,,,SKA382
Ambulatorio Riab. Campi Sal.,RIA,Puglia,,,,Italy,,,XNQ367
Ambulatorio Supersano,RIA,Puglia,,,,Italy,,,ZXW166
Ambulatorio Trepuzzi,RIA,Puglia,,,,Italy,,,ZOR226
Aps Angela Maria Sgobba,STS,Puglia,,,,Italy,,,YUK141
"Associaz. ""La Nostra Famiglia""",RIA,Puglia,,,,Italy,,,XAV336
C.R. Acquaviva Delle Fonti,RIA,Puglia,,,,Italy,,,QEP305
C.R. Polignano A Mare,RIA,Puglia,,,,Italy,,,KZF935
Capannone Complesso Ex Acait Tricase,STS,Puglia,,,,Italy,,,KCM241
Car Unico,RIA,Puglia,,,,Italy,,,VCX415
Casa Circondariale Lecce,STS,Puglia,,,,Italy,,,AOP977
Casa Di Cura' L. De Luca2 Srl,RIA,Puglia,,,,Italy,,,ZYB804
"Casa Di Riposo ""Coniugi N. E M. Serinelli"" Squinzano",STS,Puglia,,,,Italy,,,VVO715
"Casa Di Riposo ""Madonna Dei Fiori"" Sannicola",STS,Puglia,,,,Italy,,,CHX366
"Casa Di Riposo ""Papa Giovanni Xxiii"" Galatone",STS,Puglia,,,,Italy,,,SFV179
"Casa Di Riposo ""Perrone M.V. E C."" Novoli",STS,Puglia,,,,Italy,,,EBP920
"Casa Di Riposo ""Suor Oblate Sant'Antonio Da Padova"" Novoli",STS,Puglia,,,,Italy,,,RPI184
"Casa Di Riposo/Pensionato ""Madonna Del Pane"" Novoli",STS,Puglia,,,,Italy,,,WDF548
Casa Per Anziani Il Sogno,STS,Puglia,,,,Italy,,,SCY423
"Casa Per La Vita ""Villa Miry"" Cutrofiano",STS,Puglia,,,,Italy,,,TCZ984
"Casa Per La Vita Sorgente ""San Giorgio"" Santa Cesarea Terme",STS,Puglia,,,,Italy,,,IGJ225
"Caserma ""Zappala'"" Lecce",STS,Puglia,,,,Italy,,,HAR403
Centri Riab. Pugl - Margherita,RIA,Puglia,,,,Italy,,,RZY946
Centri Riabilitazione P. Pio,RIA,Puglia,,,,Italy,,,VNU431
Centri Riabilitazione P.Pio,RIA,Puglia,,,,Italy,,,WTW234
Centro  Cesarano,RIA,Puglia,,,,Italy,,,BCZ174
Centro  Riabilitazione P. Pio,RIA,Puglia,,,,Italy,,,TSB857
Centro Aggregazioni Giovanili -Spongano,STS,Puglia,,,,Italy,,,OFF577
"Centro Diurno Socio Educativo ""Nuova Itaca"" S.Pietro In Lama",STS,Puglia,,,,Italy,,,URX911
"Centro Diurno Socio Educativo E Riabilitativo ""La Bussola"" Galatina",STS,Puglia,,,,Italy,,,CVJ452
Centro Medico Riabilitaz. Vita,RIA,Puglia,,,,Italy,,,ZVY612
Centro Polivalente Comunale -Galatina,STS,Puglia,,,,Italy,,,SGJ382
"Centro Polivalente Per Disabili ""Fantasylandia Ability"" Veglie",STS,Puglia,,,,Italy,,,YTE695
Centro Riab. Ex Cpr Andria,RIA,Puglia,,,,Italy,,,UKW376
Centro Riab. Ex Cpr Barletta,RIA,Puglia,,,,Italy,,,IXW631
Centro Riab. Ex Cpr Bisceglie,RIA,Puglia,,,,Italy,,,ZWM471
Centro Riab. Ex Cpr Canosa,RIA,Puglia,,,,Italy,,,CZA493
Centro Riab. Ex Cpr Minervino,RIA,Puglia,,,,Italy,,,WBE896
Centro Riab. Ex Cpr Spinazzola,RIA,Puglia,,,,Italy,,,YWQ193
Centro Riab. Ex Cpr Trani,RIA,Puglia,,,,Italy,,,GOP789
Centro Riab. Fond. Turati,RIA,Puglia,,,,Italy,,,UMQ833
Centro Riab. Madonna Libera,RIA,Puglia,,,,Italy,,,LGR436
Centro Riab. P.Pio Manfredonia,RIA,Puglia,,,,Italy,,,VKL805
Centro Riab. Pugl. S.Ferdinand,RIA,Puglia,,,,Italy,,,PBH522
Centro Riab. Pugl.-Trinitapoli,RIA,Puglia,,,,Italy,,,YNZ409
Centro Riab.S.Giuseppe Biscegl,RIA,Puglia,,,,Italy,,,HGX720
Centro Riabil. Alberobello,RIA,Puglia,,,,Italy,,,RKM139
Centro Riabil. Carbonara,RIA,Puglia,,,,Italy,,,ZYY565
Centro Riabil. Casamassima,RIA,Puglia,,,,Italy,,,SWY409
Centro Riabil. Castellana,RIA,Puglia,,,,Italy,,,FGP780
Centro Riabil. Conversano,RIA,Puglia,,,,Italy,,,HAF583
Centro Riabil. Gioia Del Colle,RIA,Puglia,,,,Italy,,,WFY826
Centro Riabil. Mola Di Bari,RIA,Puglia,,,,Italy,,,UHR372
Centro Riabil. Monopoli,RIA,Puglia,,,,Italy,,,MGY320
Centro Riabil. Noicattaro,RIA,Puglia,,,,Italy,,,LTD105
Centro Riabil. P.Pio Orta Nova,RIA,Puglia,,,,Italy,,,KYI510
Centro Riabil. Putignano,RIA,Puglia,,,,Italy,,,CTW582
Centro Riabil. Rutigliano,RIA,Puglia,,,,Italy,,,QHI150
Centro Riabil. S.Spirito,RIA,Puglia,,,,Italy,,,KRM349
Centro Riabil. Sammichele,RIA,Puglia,,,,Italy,,,BSZ473
