denominazione_struttura,tipologia,nome_area
Kentron Srl Giovanni Paolo Ii,RIA,Puglia
La Ninfea Srl,STS,Puglia
La Nostra Famiglia -Lecce,RIA,Puglia
Locali Ex Onmi Casarano,STS,Puglia
"Museo ""Sigismondo Castromediano"" Lecce",STS,Puglia
"Oasi ""Mamma Bella"" Campi Sal.Na",STS,Puglia
Osmairm,RIA,Puglia
P.R.D. Maglie,RIA,Puglia
"Palazzetto Dello Sport ""San Giuseppe Da Copertino"" Lecce",STS,Puglia
Palazzetto Dello Sport -Casarano,STS,Puglia
"Palestra Del Liceo Scienze Umane ""Q.Ennio"" Gallipoli",STS,Puglia
Presidio Ex Cph Cerignola,RIA,Puglia
Presidio Riab. Lucera,RIA,Puglia
Presidio Riabil L`Aquilone,RIA,Puglia
Presidio Riabilitativo,RIA,Puglia
Presidio Riabilitativo Delicet,RIA,Puglia
Presidio Riabilitativo Sng,RIA,Puglia
Presidio Riabilitazione Valori,RIA,Puglia
Pta Di Gagliano Del Capo -Ex Dialisi-,STS,Puglia
Punto Primula Vaccinale Palacarbonara-Asl Bari,STS,Puglia
Punto Primula Vaccinale Palacarrassi-Asl Bari,STS,Puglia
Punto Primula Vaccinale Palalaforgia-Asl Bari,STS,Puglia
Punto Primula Vaccinale Palalivatino-Asl Bari,STS,Puglia
Punto Primula Vaccinale Palavalenzano-Asl Bari,STS,Puglia
Punto Vaccinale Acquaviva,STS,Puglia
Punto Vaccinale Adelfia,STS,Puglia
Punto Vaccinale Altamura,STS,Puglia
Punto Vaccinale Aps Romanelli Palmieri,STS,Puglia
Punto Vaccinale Bitetto,STS,Puglia
Punto Vaccinale Bitonto,STS,Puglia
Punto Vaccinale Capurso,STS,Puglia
Punto Vaccinale Carbonara,STS,Puglia
Punto Vaccinale Casa Alberta,STS,Puglia
Punto Vaccinale Casa Delle Abilità Speciali-Giovanni Paolo Ii,STS,Puglia
Punto Vaccinale Casamassima,STS,Puglia
Punto Vaccinale Cassano,STS,Puglia
Punto Vaccinale Castellana,STS,Puglia
Punto Vaccinale Cavallino Hotel,STS,Puglia
Punto Vaccinale Centro Aziendale Network Contacts S.R.L.-Comune Di Molfetta,STS,Puglia
Punto Vaccinale Centro Sociale Educativo Del Comune,STS,Puglia
Punto Vaccinale Coppi Service S.R.L.,STS,Puglia
Punto Vaccinale Corato,STS,Puglia
Punto Vaccinale Di Alberobello,STS,Puglia
Punto Vaccinale Domus Aurea,STS,Puglia
Punto Vaccinale Ex Cto,STS,Puglia
Punto Vaccinale Gioia,STS,Puglia
Punto Vaccinale Giovinazzo,STS,Puglia
Punto Vaccinale Gravina,STS,Puglia
Punto Vaccinale Grumo,STS,Puglia
Punto Vaccinale Hub-Altamura,STS,Puglia
Punto Vaccinale Hub-Fiera Del Levante Bari,STS,Puglia
Punto Vaccinale Hub-Scuola Media Rutigliano-Bitonto,STS,Puglia
Punto Vaccinale Insieme,STS,Puglia
Punto Vaccinale Japigia,STS,Puglia
Punto Vaccinale La Città Della Memoria,STS,Puglia
Punto Vaccinale La Speranza,STS,Puglia
Punto Vaccinale Modugno,STS,Puglia
Punto Vaccinale Mola,STS,Puglia
Punto Vaccinale Molfetta,STS,Puglia
Punto Vaccinale Monopoli,STS,Puglia
Punto Vaccinale Noci,STS,Puglia
Punto Vaccinale Noicattaro,STS,Puglia
Punto Vaccinale Oasi,STS,Puglia
Punto Vaccinale Opera Casa Protetta Rssa Di Zazzera Caterina,STS,Puglia
Punto Vaccinale Palo Del Colle,STS,Puglia
Punto Vaccinale Piccola Casa Beata Chiara-Centro Diurno Alzheimer,STS,Puglia
Punto Vaccinale Picone,STS,Puglia
Punto Vaccinale Primula Catino,STS,Puglia
Punto Vaccinale Putignano,STS,Puglia
Punto Vaccinale Regeneration Home,STS,Puglia
Punto Vaccinale Regina Pacis,STS,Puglia
"Punto Vaccinale Residenza Per Anziani ""Carmela Di Briindisi Valentini""",STS,Puglia
Punto Vaccinale Residenza Santa Rita,STS,Puglia
Punto Vaccinale Rutigliano,STS,Puglia
Punto Vaccinale Ruvo Di Puglia,STS,Puglia
Punto Vaccinale Sammichele,STS,Puglia
Punto Vaccinale San Paolo,STS,Puglia
Punto Vaccinale Sannicandro,STS,Puglia
Punto Vaccinale Santeramo,STS,Puglia
Punto Vaccinale Santo Spirito,STS,Puglia
Punto Vaccinale Terlizzi,STS,Puglia
Punto Vaccinale Toritto,STS,Puglia
Punto Vaccinale Triggiano,STS,Puglia
Punto Vaccinale Turi,STS,Puglia
Punto Vaccinale Valenzano,STS,Puglia
Punto Vaccinale Villa Fiorita,STS,Puglia
Punto Vaccinale Windsor Club Del Nonno,STS,Puglia
Pvp Poggiardo Ex Asilo,STS,Puglia
Residenza Per Anziani Sant'Anna,STS,Puglia
Riabilia Centro Riabil.,RIA,Puglia
Riabilitazione Modugno,RIA,Puglia
Robinson Club Italia S.P.A. Apulia -Ugento-,STS,Puglia
"Rsa ""Buon Pastore"" Lecce",STS,Puglia
"Rsa ""Casa Felice"" Novoli",STS,Puglia
"Rsa ""La Casa Dei Saggi"" Squinzano ",STS,Puglia
"Rsa ""Sacro Cuore"" Lecce",STS,Puglia
"Rsa ""Villa Antonella"" Lecce",STS,Puglia
"Rsa ""Villa Elena S.R.L."" Novoli",STS,Puglia
"Rsa ""Villa Immacolata"" Cutrofiano",STS,Puglia
"Rsa Per Anziani ""Santa Croce"" Novoli ",STS,Puglia
"Rssa ""Anni D'Oro"" Arnesano",STS,Puglia
"Rssa ""Giovanni Paolo Ii"" Soleto",STS,Puglia
"Rssa ""Mai Soli"" Leverano",STS,Puglia
"Rssa ""Residenza Solaria"" Carmiano ",STS,Puglia
"Rssa ""Tommaso Grasso"" Salice Salentino",STS,Puglia
"Rssa ""Villa Antori"" Lizzanello",STS,Puglia
"Rssa ""Villa Chiara"" Calimera",STS,Puglia
"Rssa ""Villa Sofia"" Lecce",STS,Puglia
Rssa Comunale -Martano,STS,Puglia
Rssa Villa Dell'Armonia Altea Srl Novoli,STS,Puglia
S. Rita Riabilitazione,RIA,Puglia
S.A.R.A. Villa Maria Sanita',RIA,Puglia
Sala Comunale Salve,STS,Puglia
Scuola Dell'Infanzia -Supersano,STS,Puglia
Scuola Elementare -Ruffano,STS,Puglia
Scuole Distretto Di Campi Salentina,STS,Puglia
Scuole Distretto Di Casarano,STS,Puglia
Scuole Distretto Di Copertino,STS,Puglia
Scuole Distretto Di Gagliano Del Capo,STS,Puglia
Scuole Distretto Di Galatina,STS,Puglia
Scuole Distretto Di Gallipoli,STS,Puglia
Scuole Distretto Di Lecce,STS,Puglia
Scuole Distretto Di Maglie,STS,Puglia
Scuole Distretto Di Martano,STS,Puglia
Scuole Distretto Di Nardo',STS,Puglia
Scuole Distretto Di Poggiardo,STS,Puglia
Scuole Distretto Di San Cesario,STS,Puglia
Scuole Distretto Di Ugento,STS,Puglia
Sede Lega Tumori Montesano Salentino,STS,Puglia
Serv. Riabil. Ambul. Lecce,RIA,Puglia
Sisp Campi Salentina,STS,Puglia
Sisp Casarano,STS,Puglia
Sisp Gagliano Del Capo,STS,Puglia
Sisp Galatina,STS,Puglia
Sisp Gallipoli,STS,Puglia
Sisp Grottaglie - Ambulatorio Vaccinale,STS,Puglia
Sisp Lecce,STS,Puglia
Sisp Lizzano - Ambulatorio Vaccinale,STS,Puglia
Sisp Maglie,STS,Puglia
Sisp Martano,STS,Puglia
Sisp Martina Franca - Ambulatorio Vaccinale,STS,Puglia
Sisp Maruggio - Ambulatorio Vaccinale,STS,Puglia
Sisp Massafra - Ambulatorio Vaccinale,STS,Puglia
Sisp Monteiasi - Ambulatorio Vaccinale,STS,Puglia
Sisp Montemesola - Ambulatorio Vaccinale,STS,Puglia
Sisp Nardo',STS,Puglia
Sisp Poggiardo,STS,Puglia
Sisp San Cesario Di Lecce,STS,Puglia
Sisp San Giorgio Ionico - Ambulatorio Vaccinale,STS,Puglia
Sisp Taranto - Ambulatorio Vaccinale,STS,Puglia
Sisp Tricase,STS,Puglia
Sisp Ugento,STS,Puglia
Soggiorno Per Anziani Cuore- Putignano,STS,Puglia
Soggiorno Per Anziani Cuore-Noci,STS,Puglia
Stabile Zona Industriale -Nardo',STS,Puglia
Struttura Operativa Territoriale Della Protezione Civile Campi Sal.Na,STS,Puglia
U.O. Riab. Età Evolutiva,RIA,Puglia
Vivosa Apulia Resort -Ugento-,STS,Puglia
Zona Industriale -Matino,STS,Puglia
A.I.A.S. Centro Riabil Tempio,RIA,Sardegna
A.I.A.S. Centro Riabilit. Bono,RIA,Sardegna
A.I.A.S. Guspini,RIA,Sardegna
Aias -Arzana-,RIA,Sardegna
Aias Assemini,RIA,Sardegna
Aias Cagliari,RIA,Sardegna
Aias Capoterra,RIA,Sardegna
Aias Centro Di Carloforte,RIA,Sardegna
Aias Centro Di Cortoghiana,RIA,Sardegna
Aias Centro Di Domusnovas,RIA,Sardegna
Aias Centro Di Fluminimaggiore,RIA,Sardegna
Aias Centro Di Iglesias,RIA,Sardegna
Aias Centro Di Sant'Antioco,RIA,Sardegna
Aias Centro Di Villarios,RIA,Sardegna
Aias Centro Riab. Berchidda,RIA,Sardegna
Aias Centro Riab. Sanluri,RIA,Sardegna
Aias Centro Riab. Serramanna,RIA,Sardegna
Aias Centro Riab. Villacidro,RIA,Sardegna
Aias Centro Riabilitaz.Sassari,RIA,Sardegna
Aias Decimomannu,RIA,Sardegna
Aias Lanusei,RIA,Sardegna
Aias Lotzorai,RIA,Sardegna
Aias Mandas,RIA,Sardegna
Aias Monastir,RIA,Sardegna
Aias Perdasdefogu,RIA,Sardegna
Aias Pula,RIA,Sardegna
Aias Quartu S.Elena,RIA,Sardegna
Aias San Vito,RIA,Sardegna
Aias Serdiana,RIA,Sardegna
Aias Sestu,RIA,Sardegna
Aias Tertenia,RIA,Sardegna
Aias Uta,RIA,Sardegna
Anffas Di Cagliari,RIA,Sardegna
Anffas Di Selargius,RIA,Sardegna
Anffas Di Settimo San Pietro,RIA,Sardegna
Anffas Onlus Di Cagliari,RIA,Sardegna
Anffas Onlus Sede Di Iglesias,RIA,Sardegna
C.  Sacro Cuore - Oristano,RIA,Sardegna
C. Fisioterapico S.B. - Suni,RIA,Sardegna
C. Riabil. Amb. Ctr - Oristano,RIA,Sardegna
C. Riabilitazione - Bosa,RIA,Sardegna
C. Riabilitazione - Ghilarza,RIA,Sardegna
C. Riabilitazione - Oristano,RIA,Sardegna
C. Riabilitazione - Terralba,RIA,Sardegna
C.C.R. S.M. Bambina - Oristano,RIA,Sardegna
C.M. Fkt Piria/Musso -Terralba,RIA,Sardegna
C.M.S.R. Srl,RIA,Sardegna
Casa Della Salute Di Villacidro,STS,Sardegna
Cen. Socio Sanitario Paracelso,RIA,Sardegna
Centro  A.I.A.S.  Orosei,RIA,Sardegna
Centro A.I.A.S. - Ales,RIA,Sardegna
Centro A.I.A.S.  Aritzo,RIA,Sardegna
Centro A.I.A.S.  Oliena,RIA,Sardegna
Centro A.I.A.S.  Siniscola,RIA,Sardegna
Centro Aias Budduso',RIA,Sardegna
Centro Card.Riab.Cardiopatici,RIA,Sardegna
Centro Di Salute Serramanna,STS,Sardegna
Centro Fisioterapico Tuvixeddu,RIA,Sardegna
Centro Fkt Dott. Mele S.R.L.,RIA,Sardegna
Centro Fkt Dr. Mele S.R.L C.D,RIA,Sardegna
Centro Fkt Dr. Mele S.R.L.,RIA,Sardegna
Centro Logos Gesti E Parole,RIA,Sardegna
Centro Med.Fis.Riab. Cmf,RIA,Sardegna
Centro Prelievi Lunamatrona,STS,Sardegna
Centro Ria(Fondazione Marreri),RIA,Sardegna
Centro Riab. Amb. Ctr,RIA,Sardegna
Centro Riab. Globale - Macomer,RIA,Sardegna
Centro Riab. Uonpia Carloforte,RIA,Sardegna
Centro Riab.Uonpia Carbonia,RIA,Sardegna
Centro Riab.Uonpia Iglesias,RIA,Sardegna
Centro Riabi. S.Lucia Srl,RIA,Sardegna
Centro Riabilitaz. Rnm S.R.L.,RIA,Sardegna
Centro Riabilitazione Terranoa,RIA,Sardegna
Centro San Biagio Srl,RIA,Sardegna
Clinica Arborea,RIA,Sardegna
Coop. Soc. Ctr Onlus,RIA,Sardegna
Crn Centro Riabi. Neuropatici,RIA,Sardegna
Ctr Esperienze Onlus Sanluri,RIA,Sardegna
Ctr-Centro Riabilitativo Aho,RIA,Sardegna
Ex Ipab Fondaz. S.G. Battista,RIA,Sardegna
Nuovo Centro Fisioterapico S.R,RIA,Sardegna
Opera Gesu` Nazareno Sassari,RIA,Sardegna
Poliambulatorio -  Macomer,STS,Sardegna
Poliambulatorio - Nuoro,STS,Sardegna
Poliambulatorio - Oristano,STS,Sardegna
Poliambulatorio - Orosei,STS,Sardegna
Poliambulatorio Di Guspini,STS,Sardegna
Poliambulatorio Di San Gavino Monreale,STS,Sardegna
Poliambulatorio Di Sanluri,STS,Sardegna
Poliambulatorio Ierzu,STS,Sardegna
Poliambulatorio Siniscola,STS,Sardegna
Poliambulatorio Tortoli',STS,Sardegna
Policlinico Sassarese-Labor Sp,RIA,Sardegna
Punto Vaccinale - Olbia,STS,Sardegna
Punto Vaccinale - Tempio Pausania,STS,Sardegna
Punto Vaccinale C/O Palazzetto Dello Sport - Macomer,STS,Sardegna
Punto Vaccinale C/O Palestra Ex Poa - Siniscola,STS,Sardegna
Punto Vaccinale C/O Palestra Mariotti-Alghero,STS,Sardegna
Punto Vaccinale C/O Palestra Scuola Media - Orosei,STS,Sardegna
Punto Vaccinale Ciusa - Nuoro,STS,Sardegna
Punto Vaccinale Fiera Cagliari,STS,Sardegna
Punto Vaccinale Istituto Comprensivo Pascoli Deledda - Carbonia,STS,Sardegna
Punto Vaccinale Maccioni - Nuoro,STS,Sardegna
Punto Vaccinale Palasport - Oristano,STS,Sardegna
Punto Vaccinale Palasport - Sant'Antioco,STS,Sardegna
Punto Vaccinale Quartiere Fieristico-Ozieri,STS,Sardegna
Punto Vaccinale Quartu Sant'Elena,STS,Sardegna
Punto Vaccinale San Gavino Monreale,STS,Sardegna
Punto Vaccinale San Giovanni Suergiu (Palasport),STS,Sardegna
Punto Vaccinale Territoriale-Complesso Quadrilatero Sassari,STS,Sardegna
Punto Vaccinazione Territoriale Iglesias,STS,Sardegna
Riabilitazione Npi Olbiatempio,RIA,Sardegna
S.C. Riab.Glob.San.Socios.Ter.,RIA,Sardegna
Sarrabus/Gerrei Distr.4,RIA,Sardegna
Serv. Di Fisioterapia Distr. 5,RIA,Sardegna
Serv. Di Neuropsichia. Distr.5,RIA,Sardegna
Servizio Di N.P.I. - Ales,RIA,Sardegna
Servizio Di N.P.I. - Oristano,RIA,Sardegna
Servizio Di N.P.I. - Terralba,RIA,Sardegna
Sisp-Sassari Covid,STS,Sardegna
Sisp-Vaccini Covid-Oristano,STS,Sardegna
Smeralda Rsa Di Padru Srl,RIA,Sardegna
Soc.Coop.Ctr Arl-Onlus,RIA,Sardegna
Studio Fkt Dr. Mele S.R.L,RIA,Sardegna
Tamponi Fkt Gallura S.R.L. - O,RIA,Sardegna
Tamponi Fkt Gallura Srl - A,RIA,Sardegna
Tamponi Fkt Turritana S.R.L.,RIA,Sardegna
U.O.N.P.I.A.,RIA,Sardegna
Uoc Neur. Imf. Dis. Ca A.Vasta,RIA,Sardegna
Uoc Neur. Inf. Dis. Ca A.Vasta,RIA,Sardegna
Uonpia Riab. San Gavino,RIA,Sardegna
Uonpia Riab. Sanluri,RIA,Sardegna
Uonpia-Neuro Riabilitazione,RIA,Sardegna
A.I.A.S.,RIA,Sicilia
A.I.A.S. - Francofonte,RIA,Sicilia
A.I.A.S. - Piazza Armerina,RIA,Sicilia
A.I.A.S. - Taormina,RIA,Sicilia
A.I.A.S. Onlus,RIA,Sicilia
A.I.A.S. Onlus Sez Di Rosolini,RIA,Sicilia
A.I.A.S. Palazzolo A.,RIA,Sicilia
A.I.A.S. -Partinico,RIA,Sicilia
A.I.A.S. Sez.Acirealec. Giarre,RIA,Sicilia
A.I.A.S.Sez.Di Agrigento Onlus,RIA,Sicilia
A.N.F.F.A.S. Onlus Di Catania,RIA,Sicilia
A.N.F.F.A.S. Onlus Messina,RIA,Sicilia
A.R.A. - Arcobaleno,RIA,Sicilia
Aias 'G. Genovese' Sez. Barcel,RIA,Sicilia
Aias Onlus Sez. Castelvetrano,RIA,Sicilia
Aias Pachino,RIA,Sicilia
Aias San Filippo Del Mela-Onlu,RIA,Sicilia
Aias Sez. Acireale,RIA,Sicilia
Aias Sez. Messina,RIA,Sicilia
Aias Sez.Acireale C.Randazzo,RIA,Sicilia
Ambulatorio Vaccinale Covid 19 Via Mule'  Cl,STS,Sicilia
Ambulatorio Vaccinale Covid Presidio M.I.Longo-Mussomeli,STS,Sicilia
Ambulatorio Vaccinale Covid Presidio S_Elia,STS,Sicilia
Ambulatorio Vaccinale Covid Presidio V.E. Gela,STS,Sicilia
Ambulatorio Vaccinale Covid Territoriale - Gela,STS,Sicilia
Ambulatorio Vaccinale Covid Territoriale- Caltanissetta,STS,Sicilia
Ambulatorio Vaccinale Covid Territoriale-Niscemi,STS,Sicilia
Ass. Assistenz. 'Villa Sandra',RIA,Sicilia
Ass. 'Casa Fam.Rosetta' Onilus,RIA,Sicilia
Ass.Assist.Villa Sandra,RIA,Sicilia
Ass.C.Fam.Rosetta Don F.Dierna,RIA,Sicilia
Ass.C.Famiglia Rosetta,RIA,Sicilia
Ass.Istituto Regina Virginum,RIA,Sicilia
Ass.J.F.Kennedy - C.Riab.Onlus,RIA,Sicilia
Ass.J.F.Kennedy Acireale,RIA,Sicilia
Ass.Ne Casa Famiglia Rosetta,RIA,Sicilia
Assoc. Suor Rosina La Grua,RIA,Sicilia
Associazione Aress,RIA,Sicilia
Associazione Asper,RIA,Sicilia
Associazione Eidos - Onlus,RIA,Sicilia
Associazione Maior,RIA,Sicilia
Associazione Nuova Luce Onlus,RIA,Sicilia
Associazione Oasi Cana Onlus,RIA,Sicilia
Associazione Padre Pio,RIA,Sicilia
Associazione Primavera Onlus,RIA,Sicilia
Associazione Primavera Onlus -,RIA,Sicilia
Auxilium C/Tro  Spastici Riab.,RIA,Sicilia
Az. Osp. Univ. Paolo Giaccone,STS,Sicilia
Azienda Ospedaliera Per L'Emergenza Cannizzaro,STS,Sicilia
Azienda Ospedaliera Universitaria Policlinico G. Martino,STS,Sicilia
C. Riab. Medical Center Srl,RIA,Sicilia
C. Riab. Quoad Valitudinem,RIA,Sicilia
C.Della Speranza Don Angelo G.,RIA,Sicilia
C.E.P.A.I.D. Onlus,RIA,Sicilia
C.M.S. Riab.In Età Evol.,RIA,Sicilia
C.Riab.Oda 'Pecorino-Paterno',RIA,Sicilia
C.Riabil.Impp.M.Ss.Del Carmelo,RIA,Sicilia
C.S.R. - Barrafranca,RIA,Sicilia
C.S.R. - Centro Di Comiso,RIA,Sicilia
C.S.R. - Enna,RIA,Sicilia
C.S.R. - Nicosia,RIA,Sicilia
C.S.R. Centro Di Modica,RIA,Sicilia
C.S.R. Centro Di Ragusa,RIA,Sicilia
C.S.R. Soc. Cons.Arl - Melilli,RIA,Sicilia
C.S.R. Soc.Cons.Arl - Augusta,RIA,Sicilia
C.S.R.Militello Val Di Catania,RIA,Sicilia
C.S.R.Soc.Cons. A.R.L.,RIA,Sicilia
C/Tro Crs Aias Mazara,RIA,Sicilia
Capp Cooperativa Sociale,RIA,Sicilia
Cdr A.Ev.Pecorino-S.G.La Punta,RIA,Sicilia
Ce. Op. A. R.Onlus,RIA,Sicilia
Centro A.I.A.S. Belmonte Mezza,RIA,Sicilia
Centro Amico Onlus,RIA,Sicilia
Centro Diaconale Ist. Valdese,RIA,Sicilia
Centro Fis. Spazio Vitale Srl,RIA,Sicilia
Centro Med. Soc. Neuromotulesi,RIA,Sicilia
Centro Riab. S.Teresa Di Riva,RIA,Sicilia
Centro Riabil. Villa Angela,RIA,Sicilia
Centro Riabil.Villa Francesca,RIA,Sicilia
Centro Riabilit. Zacco - Enna,RIA,Sicilia
Centro Riabilitaz.Neuromotoria,RIA,Sicilia
Centro Riabilitazione Acquedol,RIA,Sicilia
Centro Riabilitazione Oreto,RIA,Sicilia
Centro Terapeut Riabilitat Ctr,RIA,Sicilia
Centro Vaccinale - Alcamo,STS,Sicilia
Centro Vaccinale - Castelvetrano,STS,Sicilia
Centro Vaccinale - Favignana,STS,Sicilia
Centro Vaccinale - Marsala,STS,Sicilia
Centro Vaccinale - Mazara  Del Vallo,STS,Sicilia
Centro Vaccinale  Pala  Atria - Partanna,STS,Sicilia
Centro Vaccinale - Pantelleria,STS,Sicilia
Centro Vaccinale - Salemi,STS,Sicilia
Centro Vaccinale Anti Covid_19 C/O Guardia Medica Buccheri,STS,Sicilia
Centro Vaccinale Anti Covid_19 Uscai Melilli,STS,Sicilia
Centro Vaccinale Anti Covid-19  Ist. Scolast. Costa Augusta,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Guardia Medica Carlentini,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Guardia Medica Francofonte,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Poliamb. Sortino,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Canicattini B.,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Ferla,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Lentini,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Melilli,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Pachino,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Rosolini,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Siracusa,STS,Sicilia
Centro Vaccinale Anti Covid-19 C/O Semp Solarino,STS,Sicilia
Centro Vaccinale Anti Covid-19 Consorzio Cerica Priolo,STS,Sicilia
Centro Vaccinale Anti Covid-19 P.O. Avola,STS,Sicilia
Centro Vaccinale Anti Covid-19 P.O. Lentini,STS,Sicilia
Centro Vaccinale Anti Covid-19 Urban Center Siracusa,STS,Sicilia
Centro Vaccinale Anti-Covid-19 Protezione Civile Palazzolo A.,STS,Sicilia
Centro Vaccinale Antti Covid-19 P.O. Augusta,STS,Sicilia
Centro Vaccinale Buseto Palizzolo,STS,Sicilia
Centro Vaccinale Hub Portopalo,STS,Sicilia
Centro Vaccinale Pala D'Angelo - Alcamo,STS,Sicilia
Centro Vaccinale San  Michele -Erice,STS,Sicilia
Centro Vaccinazioe Covid C/O Po Basilotta,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Agrigento,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Canicatti,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Hub Sciacca,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Licata,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Palacongressi Villaggio Mose¿,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Agrigento,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Bivona,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Cammarata,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Canicatti,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Favara,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Poliambulatorio Menfi,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Ribera,STS,Sicilia
Centro Vaccinazione Anti Covid-19 Sciacca,STS,Sicilia
Centro Vaccinazione Anticovid - Barcellona,STS,Sicilia
Centro Vaccinazione Anticovid - Concattedrale Patti,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Capo D'Orlando,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Ex Fiera Di Messina,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Ex Ospedale Militare,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Lumbi Taormina,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Palarescifina Messina,STS,Sicilia
Centro Vaccinazione Anticovid - Hub Parco Corolla Milazzo,STS,Sicilia
Centro Vaccinazione Anticovid - Milazzo,STS,Sicilia
Centro Vaccinazione Anticovid - Palatenda Brolo,STS,Sicilia
Centro Vaccinazione Anticovid - Patti,STS,Sicilia
Centro Vaccinazione Anticovid - Po Barcellona,STS,Sicilia
Centro Vaccinazione Anticovid - Po Lipari,STS,Sicilia
Centro Vaccinazione Anticovid - Po Milazzo,STS,Sicilia
Centro Vaccinazione Anticovid - Po Mistretta,STS,Sicilia
Centro Vaccinazione Anticovid - Po Patti C/O Basilica Santi Martiri,STS,Sicilia
Centro Vaccinazione Anticovid - Po S. Agata M.Llo,STS,Sicilia
Centro Vaccinazione Anticovid - Po Taormina,STS,Sicilia
Centro Vaccinazione Anticovid - S. Alessio Siculo,STS,Sicilia
Centro Vaccinazione Anticovid - S. Teresa Di Riva,STS,Sicilia
Centro Vaccinazione Corleone,STS,Sicilia
Centro Vaccinazione Covid C/O Po Chiello,STS,Sicilia
Centro Vaccinazione Covid C/O Po Umberto I,STS,Sicilia
Centrpo Vaccinazione Anti Covid-19 C/O Semp Floridia,STS,Sicilia
Comunita` Della Speranza,RIA,Sicilia
"Confr. S, Maria Del Soccorso",RIA,Sicilia
Consorsio Siciliano Riabilitaz,RIA,Sicilia
Consorzio Siciliano Riabilitaz,RIA,Sicilia
Coop. Sociale Speranza 2000,RIA,Sicilia
Cooperativa Capp,RIA,Sicilia
Crs Alcamo,RIA,Sicilia
Csr - Salemi,RIA,Sicilia
Csr Aias Paceco,RIA,Sicilia
Csr Cataniasez Marsala,RIA,Sicilia
Cto - Centro Vaccinazione,STS,Sicilia
Cts Ist.Medico Psicoped.Onlus,RIA,Sicilia
Dip.Prev Ambulatorio Vaccinale 1 Ragusa,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 2 Vittoria,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 3 Modica,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 4  Comiso Ex Osp.,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 5  Ospedale Busacca,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 6 Pozzallo,STS,Sicilia
Dip.Prev Ambulatorio Vaccinale 7 Ispica,STS,Sicilia
Dismed Onlus,RIA,Sicilia
Distretto Modica Pv Territoriale,STS,Sicilia
Distretto Modica Pvo Modica,STS,Sicilia
Distretto Ragusa Pv Ompa,STS,Sicilia
Distretto Ragusa Pvo Gpii,STS,Sicilia
Distretto Vittoria Pvo Comiso,STS,Sicilia
Distretto Vittoria Pvo Vittoria,STS,Sicilia
Div.-Med. Fisica Riabilitativa,RIA,Sicilia
Eubios,RIA,Sicilia
Eubios Soc. Coop. Sociale,RIA,Sicilia
Fondazione C. D'Alessandro Onl,RIA,Sicilia
Fondazione O.R.T.U.S. Onlus,RIA,Sicilia
Fondazione S. Merici  Siracusa,RIA,Sicilia
Hub Auditorium Misterbianco Covid,STS,Sicilia
Hub Bronte Covid,STS,Sicilia
Hub Ex Mercato Ortofrutticolo Covid,STS,Sicilia
Hub Pala Tupparello Acireale Covid,STS,Sicilia
Hub Palabattiati S. Agata Lì Battiati Covid,STS,Sicilia
Hub Palazzetto Del Diporto Caltagirone Covid,STS,Sicilia
Hub Vaccinale Pala Cossiga-Gela,STS,Sicilia
I.M.P.P. Giovanni Xxiii,RIA,Sicilia
I.M.Psic.Ped. Villa Nazaret,RIA,Sicilia
I.R.C.C.S. Neurolesi Bonino Pulejo P.O. Piemonte,STS,Sicilia
I.R.C.C.S. Neurolesi Bonino Pulejo-P.O. Casazza,STS,Sicilia
Io Comunico Srl,RIA,Sicilia
Ipab Casa Del Fanciullo,RIA,Sicilia
