denominazione_struttura,tipologia,nome_area
"CASA DI RIPOSO ""CONIUGI N. E M. SERINELLI"" SQUINZANO",STS,Puglia
"CASA DI RIPOSO ""MADONNA DEI FIORI"" SANNICOLA",STS,Puglia
"CASA DI RIPOSO ""PAPA GIOVANNI XXIII"" GALATONE",STS,Puglia
"CASA DI RIPOSO ""PERRONE M.V. e C."" NOVOLI",STS,Puglia
"CASA DI RIPOSO ""SUOR OBLATE SANT'ANTONIO DA PADOVA"" NOVOLI",STS,Puglia
"CASA DI RIPOSO/PENSIONATO ""MADONNA DEL PANE"" NOVOLI",STS,Puglia
CASA PER ANZIANI IL SOGNO,STS,Puglia
"CASA PER LA VITA ""VILLA MIRY"" CUTROFIANO",STS,Puglia
"CASA PER LA VITA SORGENTE ""SAN GIORGIO"" SANTA CESAREA TERME",STS,Puglia
"CASERMA ""ZAPPALA'"" LECCE",STS,Puglia
CENTRI RIAB. PUGL - MARGHERITA,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P. PIO,RIA,Puglia
CENTRI RIABILITAZIONE P.PIO,RIA,Puglia
CENTRI RIABILITAZIONE P.PIO,RIA,Puglia
CENTRO  CESARANO,RIA,Puglia
CENTRO  RIABILITAZIONE P. PIO,RIA,Puglia
CENTRO AGGREGAZIONI GIOVANILI -SPONGANO,STS,Puglia
"CENTRO DIURNO SOCIO EDUCATIVO ""NUOVA ITACA"" S.PIETRO IN LAMA",STS,Puglia
"CENTRO DIURNO SOCIO EDUCATIVO E RIABILITATIVO ""LA BUSSOLA"" GALATINA",STS,Puglia
CENTRO MEDICO RIABILITAZ. VITA,RIA,Puglia
CENTRO POLIVALENTE COMUNALE -GALATINA,STS,Puglia
"CENTRO POLIVALENTE PER DISABILI ""FANTASYLANDIA ABILITY"" VEGLIE",STS,Puglia
CENTRO RIAB. EX CPR ANDRIA,RIA,Puglia
CENTRO RIAB. EX CPR BARLETTA,RIA,Puglia
CENTRO RIAB. EX CPR BISCEGLIE,RIA,Puglia
CENTRO RIAB. EX CPR CANOSA,RIA,Puglia
CENTRO RIAB. EX CPR MINERVINO,RIA,Puglia
CENTRO RIAB. EX CPR SPINAZZOLA,RIA,Puglia
CENTRO RIAB. EX CPR TRANI,RIA,Puglia
CENTRO RIAB. FOND. TURATI,RIA,Puglia
CENTRO RIAB. MADONNA LIBERA,RIA,Puglia
CENTRO RIAB. P.PIO MANFREDONIA,RIA,Puglia
CENTRO RIAB. PUGL. S.FERDINAND,RIA,Puglia
CENTRO RIAB. PUGL.-TRINITAPOLI,RIA,Puglia
CENTRO RIAB.S.GIUSEPPE BISCEGL,RIA,Puglia
CENTRO RIABIL. ALBEROBELLO,RIA,Puglia
CENTRO RIABIL. CARBONARA,RIA,Puglia
CENTRO RIABIL. CASAMASSIMA,RIA,Puglia
CENTRO RIABIL. CASTELLANA,RIA,Puglia
CENTRO RIABIL. CONVERSANO,RIA,Puglia
CENTRO RIABIL. GIOIA DEL COLLE,RIA,Puglia
CENTRO RIABIL. MOLA DI BARI,RIA,Puglia
CENTRO RIABIL. MONOPOLI,RIA,Puglia
CENTRO RIABIL. NOICATTARO,RIA,Puglia
CENTRO RIABIL. P.PIO ORTA NOVA,RIA,Puglia
CENTRO RIABIL. PUTIGNANO,RIA,Puglia
CENTRO RIABIL. RUTIGLIANO,RIA,Puglia
CENTRO RIABIL. S.SPIRITO,RIA,Puglia
CENTRO RIABIL. SAMMICHELE,RIA,Puglia
CENTRO RIABIL. SANTERAM0 1,RIA,Puglia
CENTRO RIABIL. TRIGGIANO,RIA,Puglia
CENTRO RIABILIT. POL. S.MARIA,RIA,Puglia
CENTRO RIABILITAZIONE ALTAMURA,RIA,Puglia
CENTRO RIABILITAZIONE BITONTO,RIA,Puglia
CENTRO RIABILITAZIONE BITRITTO,RIA,Puglia
CENTRO RIABILITAZIONE CASSANO,RIA,Puglia
CENTRO RIABILITAZIONE CORATO,RIA,Puglia
CENTRO RIABILITAZIONE D.S.S.8,RIA,Puglia
CENTRO RIABILITAZIONE EX CTO,RIA,Puglia
CENTRO RIABILITAZIONE GIOVINAZ,RIA,Puglia
CENTRO RIABILITAZIONE GRAVINA,RIA,Puglia
CENTRO RIABILITAZIONE MOLFETTA,RIA,Puglia
CENTRO RIABILITAZIONE NOCI,RIA,Puglia
CENTRO RIABILITAZIONE P.PIO,RIA,Puglia
CENTRO RIABILITAZIONE P.PIO,RIA,Puglia
CENTRO RIABILITAZIONE RUVO P,RIA,Puglia
CENTRO RIABILITAZIONE S.PAOLO,RIA,Puglia
CENTRO RIABILITAZIONE TERLIZZI,RIA,Puglia
CENTRO RIABILITAZIONE TORITTO,RIA,Puglia
CENTRO RIABILITAZIONE TURI,RIA,Puglia
CENTRO VACCINALE C/O CENTRO ANZIANI,STS,Puglia
CENTRO VACCINALE C/O CENTRO ANZIANI - BOZZANO,STS,Puglia
CENTRO VACCINALE C/O CENTRO COMMERCIALE CONFORAMA,STS,Puglia
CENTRO VACCINALE C/O CENTRO EDUCAZIONE AMBIENTALE,STS,Puglia
CENTRO VACCINALE C/O CHIOSTRO DEI FRATI MINORI OSSERVANTI,STS,Puglia
CENTRO VACCINALE C/O CONTENITORE CULTURALE  ¿DON GIUSEPPE VINCI¿,STS,Puglia
CENTRO VACCINALE C/O ISTITUTO MARCONI - FLACCO,STS,Puglia
CENTRO VACCINALE C/O ISTITUTO TECNICO COMMERCIALE VALZANI,STS,Puglia
CENTRO VACCINALE C/O NAVE  AIDA BLU,STS,Puglia
CENTRO VACCINALE C/O NAVE EXPLORER,STS,Puglia
CENTRO VACCINALE C/O NAVE NORWEGIAN DOWN,STS,Puglia
CENTRO VACCINALE C/O NAVE NORWEGIAN SPIRIT,STS,Puglia
CENTRO VACCINALE C/O PALAZZETTO DELLO SPORT,STS,Puglia
CENTRO VACCINALE C/O PALAZZETTO DELLO SPORT,STS,Puglia
CENTRO VACCINALE C/O PALAZZETTO DELLO SPORT,STS,Puglia
CENTRO VACCINALE C/O PALAZZETTO DELLO SPORT ¿PALAGENTILE¿,STS,Puglia
CENTRO VACCINALE C/O PALESTRA LEONARDO DA VINCI,STS,Puglia
CENTRO VACCINALE C/O PALESTRA SCUOLA DE AMICIS,STS,Puglia
CENTRO VACCINALE C/O PALESTRA SCUOLA FALCONE,STS,Puglia
CENTRO VACCINALE C/O PALESTRA SCUOLA MEDIA A. MANZONI,STS,Puglia
CENTRO VACCINALE C/O PALESTRA SCUOLA MEDIA G. MAZZINI,STS,Puglia
CENTRO VACCINALE C/O PALESTRA SCUOLA PRIMARIA VALESIUM,STS,Puglia
CENTRO VACCINALE C/O PLESSO SCOLASTICO,STS,Puglia
CENTRO VACCINALE C/O PRESSOSTATICO,STS,Puglia
CENTRO VACCINALE C/O SCUOLA PRIMARIA,STS,Puglia
CENTRO VACCINALE C/O STRUTTURA COMUNALE ISTITUTO PIO CATERINA SCAZZERI,STS,Puglia
CENTRO VACCINALE C/O TRUTTURA TENSOSTATICA,STS,Puglia
CENTRO VACCINALE HUB 1,STS,Puglia
CENTRO VACCINALE HUB 10,STS,Puglia
CENTRO VACCINALE HUB 11,STS,Puglia
CENTRO VACCINALE HUB 12,STS,Puglia
CENTRO VACCINALE HUB 13,STS,Puglia
CENTRO VACCINALE HUB 14,STS,Puglia
CENTRO VACCINALE HUB 15,STS,Puglia
CENTRO VACCINALE HUB 16,STS,Puglia
CENTRO VACCINALE HUB 17,STS,Puglia
CENTRO VACCINALE HUB 18,STS,Puglia
CENTRO VACCINALE HUB 19,STS,Puglia
CENTRO VACCINALE HUB 2,STS,Puglia
CENTRO VACCINALE HUB 20,STS,Puglia
CENTRO VACCINALE HUB 21,STS,Puglia
CENTRO VACCINALE HUB 22,STS,Puglia
CENTRO VACCINALE HUB 23,STS,Puglia
CENTRO VACCINALE HUB 24,STS,Puglia
CENTRO VACCINALE HUB 25,STS,Puglia
CENTRO VACCINALE HUB 26,STS,Puglia
CENTRO VACCINALE HUB 3,STS,Puglia
CENTRO VACCINALE HUB 4,STS,Puglia
CENTRO VACCINALE HUB 6,STS,Puglia
CENTRO VACCINALE HUB 7,STS,Puglia
CENTRO VACCINALE HUB 8,STS,Puglia
CENTRO VACCINALE HUB 9,STS,Puglia
"CENTRO VACCINAZ. CENTRO SERVIZI, LOTTO B - SAN FERDINANDO DI P.",STS,Puglia
CENTRO VACCINAZ. PALA ASSI - TRANI,STS,Puglia
CENTRO VACCINAZ. PALACOSMAI - BISCEGLIE,STS,Puglia
CENTRO VACCINAZ. PALADISFIDA - BARLETTA,STS,Puglia
CENTRO VACCINAZ. PALAZZETTO DELLO SPORT - CANOSA DI PUGLIA,STS,Puglia
CENTRO VACCINAZ. PALAZZETTO DELLO SPORT - MINERVINO MURGE,STS,Puglia
CENTRO VACCINAZ. PALESTRA SCUOLA ELEMENTARE DON MILANI -TRINITAPOLI,STS,Puglia
CENTRO VACCINAZ. SALA INNOCENZO XII - SPINAZZOLA,STS,Puglia
CENTRO VACCINAZ. SCUOLA MEDIA PASCOLI - MARGHERITA DI S.AVOIA,STS,Puglia
CENTRO VACCINAZ. STRUTTURA POLIVALENTE SAN VALENTINO - ANDRIA,STS,Puglia
CENTRO VACCINAZIONE -  ERCHIE,STS,Puglia
CENTRO VACCINAZIONE -  FASANO,STS,Puglia
CENTRO VACCINAZIONE -  FRANCAVILLA F.NA,STS,Puglia
CENTRO VACCINAZIONE -  LATIANO,STS,Puglia
CENTRO VACCINAZIONE -  MESAGNE,STS,Puglia
CENTRO VACCINAZIONE -  ORIA,STS,Puglia
CENTRO VACCINAZIONE -  OSTUNI,STS,Puglia
CENTRO VACCINAZIONE -  SAN MICHELE S.NO,STS,Puglia
CENTRO VACCINAZIONE -  SAN PANCRAZIO S.NO,STS,Puglia
CENTRO VACCINAZIONE -  SAN PIETRO V.CO,STS,Puglia
CENTRO VACCINAZIONE -  TORCHIAROLO,STS,Puglia
CENTRO VACCINAZIONE -  VILLA CASTELLI,STS,Puglia
CENTRO VACCINAZIONE - CAROVIGNO,STS,Puglia
CENTRO VACCINAZIONE - CEGLIE M.CA,STS,Puglia
CENTRO VACCINAZIONE - CISTERNINO,STS,Puglia
CENTRO VACCINAZIONE - DI SUMMA,STS,Puglia
CENTRO VACCINAZIONE - PERRINO,STS,Puglia
CENTRO VACCINAZIONE - SAN DONACI,STS,Puglia
CENTRO VACCINAZIONE - SAN VITO DEI N.,STS,Puglia
CENTRO VACCINAZIONE - TORRE SANTA SUSANNA,STS,Puglia
CITTADELLA DELLA SALUTE PRESICCE,STS,Puglia
"COMUNITA' ALLOGGIO PER ANZIANI ""SANTA MARIA"" COCUMOLA",STS,Puglia
"COMUNITA' EDUCATIVA PER MINORI ""AMBARABA'"" CARMIANO",STS,Puglia
DART - UTR N. 1,RIA,Puglia
DART - UTR N. 2,RIA,Puglia
DART - UTR N. 7,RIA,Puglia
DART Dipart. Ass. Riab. Territ,RIA,Puglia
DART- UTR N .6,RIA,Puglia
DART- UTR N. 5,RIA,Puglia
Dip. riab. età adulta,RIA,Puglia
DIREZIONE DIPARTIMENTO DI PREVENZIONE - AMBULATORIO VACCINALE,STS,Puglia
"EDIFICIO COMUNALE ""MERCATO DELLE IDEE"" MURO LECCESE",STS,Puglia
"EDIFICIO SCOLASTICO ""M. MONTESSORI"" TAURISANO",STS,Puglia
EUROITALIA - CASARANO,RIA,Puglia
EX CENTRO SOCIALE -PARABITA,STS,Puglia
EX SCUOLA MATERNA -COLLEPASSO,STS,Puglia
FRANGI CENTRO RIABILITAZIONE,RIA,Puglia
"GRUPPO APPARTAMENTO ""AZALEA"" VEGLIE",STS,Puglia
"GRUPPO APPARTAMENTO ""CONVIVENDO"" SQUINZANO",STS,Puglia
"GRUPPO APPARTAMENTO ""GLI ANNI D'ORO"" COPERTINO",STS,Puglia
"GRUPPO APPARTAMENTO ""LA CASA DI SQUINZANO"" SQUINZANO",STS,Puglia
"GRUPPO APPARTAMENTO ""MAMMA MARIA"" SQUINZANO",STS,Puglia
"GRUPPO APPARTAMENTO ""NUOVA VITA"" SQUINZANO ",STS,Puglia
"GRUPPO APPARTAMENTO ""VIVIMI"" SQUINZANO",STS,Puglia
GRUPPO APPARTAMENTO 'CASA DEL NONNO' ANDRANO,STS,Puglia
GRUPPO APPARTAMENTO 'NONNI A COLORI' ANDRANO,STS,Puglia
HUB CENTRO COMMERCIALE 'PORTE DELLO IONIO' TARANTO,STS,Puglia
HUB GINOSA PALAZZETTO DELLO SPORT,STS,Puglia
HUB GROTTAGLIE PALAZZETTO SPORT 'ALESSANDRO MARINELLI',STS,Puglia
HUB MANDURIA LICEO DE SANCTIS GALILEI,STS,Puglia
HUB MASSAFRA PALAZZETTO DELLO SPORT 'GIOVANNI PAOLO II',STS,Puglia
HUB TARANTO ARSENALE MARINA MILITARE,STS,Puglia
HUB TARANTO ISTITUTO COMPRENSIVO 'ALDO MORO',STS,Puglia
HUB TARANTO PALAZZETTO COMUNALE EX RICCIARDI,STS,Puglia
HUB TARANTO SVAM - SCUOLA VOLONTARI AERONAUTICA MILITARE,STS,Puglia
IST RIAB PADRI TRINITARI,RIA,Puglia
IST. QUARTO DI PALO - ANDRIA,RIA,Puglia
Istituti Scolastici e Università comune BARI provincia BA nome punto POLICLINICO,STS,Puglia
ISTITUTI SCOLASTICI E UNIVERSITA' PROVINCIA TARANTO,STS,Puglia
ISTITUTO OBLATE di NAZARETH,STS,Puglia
ISTITUTO S. AGOSTINO C.R.,RIA,Puglia
ISTITUTO SANTA CHIARA SRL LECC,RIA,Puglia
KENTRON SRL GIOVANNI PAOLO II,RIA,Puglia
LA NINFEA SRL,STS,Puglia
LA NOSTRA FAMIGLIA -LECCE,RIA,Puglia
LOCALI EX ONMI CASARANO,STS,Puglia
"MUSEO ""SIGISMONDO CASTROMEDIANO"" LECCE",STS,Puglia
"OASI ""MAMMA BELLA"" CAMPI SAL.NA",STS,Puglia
OSMAIRM,RIA,Puglia
P.R.D. MAGLIE,RIA,Puglia
"PALAZZETTO DELLO SPORT ""SAN GIUSEPPE DA COPERTINO"" LECCE",STS,Puglia
PALAZZETTO DELLO SPORT -CASARANO,STS,Puglia
"PALESTRA DEL LICEO SCIENZE UMANE ""Q.ENNIO"" GALLIPOLI",STS,Puglia
PRESIDIO EX CPH CERIGNOLA,RIA,Puglia
PRESIDIO RIAB. LUCERA,RIA,Puglia
PRESIDIO RIABIL L`AQUILONE,RIA,Puglia
PRESIDIO RIABILITATIVO,RIA,Puglia
PRESIDIO RIABILITATIVO DELICET,RIA,Puglia
PRESIDIO RIABILITATIVO SNG,RIA,Puglia
PRESIDIO RIABILITAZIONE VALORI,RIA,Puglia
PTA di GAGLIANO DEL CAPO -Ex Dialisi-,STS,Puglia
Punto Primula Vaccinale PALACARBONARA-ASL BARI,STS,Puglia
Punto Primula Vaccinale PALACARRASSI-ASL BARI,STS,Puglia
Punto Primula Vaccinale PALALAFORGIA-ASL BARI,STS,Puglia
Punto Primula Vaccinale PALALIVATINO-ASL BARI,STS,Puglia
Punto Primula Vaccinale PALAVALENZANO-ASL BARI,STS,Puglia
PUNTO VACCINALE ACQUAVIVA,STS,Puglia
PUNTO VACCINALE ADELFIA,STS,Puglia
PUNTO VACCINALE ALTAMURA,STS,Puglia
Punto Vaccinale APS Romanelli Palmieri,STS,Puglia
PUNTO VACCINALE BITETTO,STS,Puglia
PUNTO VACCINALE BITONTO,STS,Puglia
PUNTO VACCINALE CAPURSO,STS,Puglia
PUNTO VACCINALE CARBONARA,STS,Puglia
punto vaccinale casa alberta,STS,Puglia
Punto Vaccinale Casa delle Abilità Speciali-Giovanni Paolo II,STS,Puglia
PUNTO VACCINALE CASAMASSIMA,STS,Puglia
PUNTO VACCINALE CASSANO,STS,Puglia
PUNTO VACCINALE CASTELLANA,STS,Puglia
Punto Vaccinale Cavallino Hotel,STS,Puglia
Punto Vaccinale Centro Aziendale Network Contacts S.r.l.-Comune di Molfetta,STS,Puglia
Punto Vaccinale Centro Sociale Educativo del Comune,STS,Puglia
Punto Vaccinale COPPI Service s.r.l.,STS,Puglia
PUNTO VACCINALE CORATO,STS,Puglia
PUNTO VACCINALE DI ALBEROBELLO,STS,Puglia
Punto Vaccinale Domus Aurea,STS,Puglia
PUNTO VACCINALE EX CTO,STS,Puglia
PUNTO VACCINALE GIOIA,STS,Puglia
PUNTO VACCINALE GIOVINAZZO,STS,Puglia
PUNTO VACCINALE GRAVINA,STS,Puglia
PUNTO VACCINALE GRUMO,STS,Puglia
Punto Vaccinale HUB-Altamura,STS,Puglia
Punto Vaccinale HUB-Fiera del Levante Bari,STS,Puglia
Punto Vaccinale HUB-Scuola Media Rutigliano-BITONTO,STS,Puglia
Punto Vaccinale Insieme,STS,Puglia
PUNTO VACCINALE JAPIGIA,STS,Puglia
Punto Vaccinale La Città della Memoria,STS,Puglia
Punto Vaccinale La Speranza,STS,Puglia
PUNTO VACCINALE MODUGNO,STS,Puglia
PUNTO VACCINALE MOLA,STS,Puglia
PUNTO VACCINALE MOLFETTA,STS,Puglia
PUNTO VACCINALE MONOPOLI,STS,Puglia
PUNTO VACCINALE NOCI,STS,Puglia
PUNTO VACCINALE NOICATTARO,STS,Puglia
Punto Vaccinale OASI,STS,Puglia
Punto Vaccinale OPERA CASA PROTETTA RSSA DI ZAZZERA CATERINA,STS,Puglia
PUNTO VACCINALE PALO DEL COLLE,STS,Puglia
Punto Vaccinale Piccola Casa Beata Chiara-Centro Diurno Alzheimer,STS,Puglia
PUNTO VACCINALE PICONE,STS,Puglia
Punto Vaccinale Primula CATINO,STS,Puglia
PUNTO VACCINALE PUTIGNANO,STS,Puglia
Punto Vaccinale Regeneration Home,STS,Puglia
Punto Vaccinale Regina Pacis,STS,Puglia
"Punto Vaccinale Residenza per Anziani ""Carmela Di Briindisi Valentini""",STS,Puglia
Punto Vaccinale Residenza Santa Rita,STS,Puglia
PUNTO VACCINALE RUTIGLIANO,STS,Puglia
PUNTO VACCINALE RUVO DI PUGLIA,STS,Puglia
PUNTO VACCINALE SAMMICHELE,STS,Puglia
PUNTO VACCINALE SAN PAOLO,STS,Puglia
PUNTO VACCINALE SANNICANDRO,STS,Puglia
PUNTO VACCINALE SANTERAMO,STS,Puglia
PUNTO VACCINALE SANTO SPIRITO,STS,Puglia
PUNTO VACCINALE TERLIZZI,STS,Puglia
PUNTO VACCINALE TORITTO,STS,Puglia
PUNTO VACCINALE TRIGGIANO,STS,Puglia
PUNTO VACCINALE TURI,STS,Puglia
PUNTO VACCINALE VALENZANO,STS,Puglia
Punto Vaccinale Villa Fiorita,STS,Puglia
Punto Vaccinale Windsor Club del Nonno,STS,Puglia
PVP Poggiardo ex asilo,STS,Puglia
Residenza per Anziani SANT'ANNA,STS,Puglia
RIABILIA CENTRO RIABIL.,RIA,Puglia
riabilitazione modugno,RIA,Puglia
ROBINSON CLUB ITALIA S.P.A. APULIA -UGENTO-,STS,Puglia
"RSA ""BUON PASTORE"" LECCE",STS,Puglia
"RSA ""CASA FELICE"" NOVOLI",STS,Puglia
"RSA ""LA CASA DEI SAGGI"" SQUINZANO ",STS,Puglia
"RSA ""SACRO CUORE"" LECCE",STS,Puglia
"RSA ""VILLA ANTONELLA"" LECCE",STS,Puglia
"RSA ""VILLA ELENA S.R.L."" NOVOLI",STS,Puglia
"RSA ""VILLA IMMACOLATA"" CUTROFIANO",STS,Puglia
"RSA PER ANZIANI ""SANTA CROCE"" NOVOLI ",STS,Puglia
"RSSA ""ANNI D'ORO"" ARNESANO",STS,Puglia
"RSSA ""GIOVANNI PAOLO II"" SOLETO",STS,Puglia
"RSSA ""MAI SOLI"" LEVERANO",STS,Puglia
"RSSA ""RESIDENZA SOLARIA"" CARMIANO ",STS,Puglia
"RSSA ""TOMMASO GRASSO"" SALICE SALENTINO",STS,Puglia
"RSSA ""VILLA ANTORI"" LIZZANELLO",STS,Puglia
"RSSA ""VILLA CHIARA"" CALIMERA",STS,Puglia
"RSSA ""VILLA SOFIA"" LECCE",STS,Puglia
RSSA COMUNALE -MARTANO,STS,Puglia
RSSA VILLA DELL'ARMONIA ALTEA SRL NOVOLI,STS,Puglia
S. Rita Riabilitazione,RIA,Puglia
S.A.R.A. VILLA MARIA SANITA',RIA,Puglia
SALA COMUNALE SALVE,STS,Puglia
SCUOLA DELL'INFANZIA -SUPERSANO,STS,Puglia
SCUOLA ELEMENTARE -RUFFANO,STS,Puglia
SCUOLE DISTRETTO DI CAMPI SALENTINA,STS,Puglia
SCUOLE DISTRETTO DI CASARANO,STS,Puglia
SCUOLE DISTRETTO DI COPERTINO,STS,Puglia
SCUOLE DISTRETTO DI GAGLIANO DEL CAPO,STS,Puglia
SCUOLE DISTRETTO DI GALATINA,STS,Puglia
SCUOLE DISTRETTO DI GALLIPOLI,STS,Puglia
SCUOLE DISTRETTO DI LECCE,STS,Puglia
SCUOLE DISTRETTO DI MAGLIE,STS,Puglia
SCUOLE DISTRETTO DI MARTANO,STS,Puglia
SCUOLE DISTRETTO DI NARDO',STS,Puglia
SCUOLE DISTRETTO DI POGGIARDO,STS,Puglia
SCUOLE DISTRETTO DI SAN CESARIO,STS,Puglia
SCUOLE DISTRETTO DI UGENTO,STS,Puglia
SEDE LEGA TUMORI MONTESANO SALENTINO,STS,Puglia
SERV. RIABIL. AMBUL. LECCE,RIA,Puglia
SISP CAMPI SALENTINA,STS,Puglia
SISP CASARANO,STS,Puglia
SISP GAGLIANO DEL CAPO,STS,Puglia
SISP GALATINA,STS,Puglia
SISP GALLIPOLI,STS,Puglia
SISP GROTTAGLIE - AMBULATORIO VACCINALE,STS,Puglia
SISP LECCE,STS,Puglia
SISP LIZZANO - AMBULATORIO VACCINALE,STS,Puglia
SISP MAGLIE,STS,Puglia
SISP MARTANO,STS,Puglia
SISP MARTINA FRANCA - AMBULATORIO VACCINALE,STS,Puglia
SISP MARUGGIO - AMBULATORIO VACCINALE,STS,Puglia
SISP MASSAFRA - AMBULATORIO VACCINALE,STS,Puglia
SISP MONTEIASI - AMBULATORIO VACCINALE,STS,Puglia
SISP MONTEMESOLA - AMBULATORIO VACCINALE,STS,Puglia
SISP NARDO',STS,Puglia
SISP POGGIARDO,STS,Puglia
SISP SAN CESARIO DI LECCE,STS,Puglia
SISP SAN GIORGIO IONICO - AMBULATORIO VACCINALE,STS,Puglia
SISP TARANTO - AMBULATORIO VACCINALE,STS,Puglia
SISP TRICASE,STS,Puglia
SISP UGENTO,STS,Puglia
SOGGIORNO PER ANZIANI CUORE- PUTIGNANO,STS,Puglia
SOGGIORNO PER ANZIANI CUORE-NOCI,STS,Puglia
STABILE ZONA INDUSTRIALE -NARDO',STS,Puglia
STRUTTURA OPERATIVA TERRITORIALE DELLA PROTEZIONE CIVILE CAMPI SAL.NA,STS,Puglia
U.O. riab. Età Evolutiva,RIA,Puglia
VIVOSA APULIA RESORT -UGENTO-,STS,Puglia
ZONA INDUSTRIALE -MATINO,STS,Puglia
A.I.A.S. Centro Riabil Tempio,RIA,Sardegna
A.I.A.S. CENTRO RIABILIT. BONO,RIA,Sardegna
A.I.A.S. GUSPINI,RIA,Sardegna
AIAS -ARZANA-,RIA,Sardegna
AIAS ASSEMINI,RIA,Sardegna
AIAS CAGLIARI,RIA,Sardegna
AIAS CAPOTERRA,RIA,Sardegna
AIAS CENTRO DI CARLOFORTE,RIA,Sardegna
AIAS CENTRO DI CORTOGHIANA,RIA,Sardegna
AIAS CENTRO DI DOMUSNOVAS,RIA,Sardegna
AIAS CENTRO DI FLUMINIMAGGIORE,RIA,Sardegna
AIAS CENTRO DI IGLESIAS,RIA,Sardegna
AIAS CENTRO DI SANT'ANTIOCO,RIA,Sardegna
AIAS CENTRO DI VILLARIOS,RIA,Sardegna
AIAS CENTRO RIAB. BERCHIDDA,RIA,Sardegna
AIAS CENTRO RIAB. SANLURI,RIA,Sardegna
AIAS CENTRO RIAB. SERRAMANNA,RIA,Sardegna
AIAS CENTRO RIAB. VILLACIDRO,RIA,Sardegna
AIAS CENTRO RIABILITAZ.SASSARI,RIA,Sardegna
AIAS DECIMOMANNU,RIA,Sardegna
AIAS LANUSEI,RIA,Sardegna
AIAS LOTZORAI,RIA,Sardegna
AIAS MANDAS,RIA,Sardegna
AIAS MONASTIR,RIA,Sardegna
AIAS PERDASDEFOGU,RIA,Sardegna
AIAS PULA,RIA,Sardegna
AIAS QUARTU S.ELENA,RIA,Sardegna
AIAS SAN VITO,RIA,Sardegna
AIAS SERDIANA,RIA,Sardegna
AIAS SESTU,RIA,Sardegna
AIAS TERTENIA,RIA,Sardegna
AIAS UTA,RIA,Sardegna
ANFFAS DI CAGLIARI,RIA,Sardegna
ANFFAS DI SELARGIUS,RIA,Sardegna
ANFFAS DI SETTIMO SAN PIETRO,RIA,Sardegna
ANFFAS ONLUS DI CAGLIARI,RIA,Sardegna
ANFFAS ONLUS SEDE DI IGLESIAS,RIA,Sardegna
C.  SACRO CUORE - ORISTANO,RIA,Sardegna
C. FISIOTERAPICO S.B. - SUNI,RIA,Sardegna
C. RIABIL. AMB. CTR - ORISTANO,RIA,Sardegna
C. RIABILITAZIONE - BOSA,RIA,Sardegna
C. RIABILITAZIONE - GHILARZA,RIA,Sardegna
C. RIABILITAZIONE - ORISTANO,RIA,Sardegna
C. RIABILITAZIONE - TERRALBA,RIA,Sardegna
C.C.R. S.M. BAMBINA - ORISTANO,RIA,Sardegna
C.M. FKT PIRIA/MUSSO -TERRALBA,RIA,Sardegna
C.M.S.R. srl,RIA,Sardegna
CASA DELLA SALUTE DI VILLACIDRO,STS,Sardegna
CEN. SOCIO SANITARIO PARACELSO,RIA,Sardegna
CENTRO  A.I.A.S.  OROSEI,RIA,Sardegna
CENTRO A.I.A.S. - ALES,RIA,Sardegna
CENTRO A.I.A.S.  ARITZO,RIA,Sardegna
CENTRO A.I.A.S.  OLIENA,RIA,Sardegna
CENTRO A.I.A.S.  SINISCOLA,RIA,Sardegna
CENTRO AIAS BUDDUSO',RIA,Sardegna
CENTRO CARD.RIAB.CARDIOPATICI,RIA,Sardegna
CENTRO DI SALUTE SERRAMANNA,STS,Sardegna
CENTRO FISIOTERAPICO TUVIXEDDU,RIA,Sardegna
CENTRO FKT DOTT. MELE S.R.L.,RIA,Sardegna
Centro FKT Dr. Mele S.r.l C.D,RIA,Sardegna
CENTRO FKT DR. MELE S.R.L.,RIA,Sardegna
CENTRO LOGOS GESTI E PAROLE,RIA,Sardegna
CENTRO LOGOS GESTI E PAROLE,RIA,Sardegna
CENTRO LOGOS GESTI E PAROLE,RIA,Sardegna
CENTRO MED.FIS.RIAB. CMF,RIA,Sardegna
CENTRO PRELIEVI LUNAMATRONA,STS,Sardegna
CENTRO RIA(FONDAZIONE MARRERI),RIA,Sardegna
CENTRO RIAB. AMB. CTR,RIA,Sardegna
CENTRO RIAB. GLOBALE - MACOMER,RIA,Sardegna
CENTRO RIAB. UONPIA CARLOFORTE,RIA,Sardegna
CENTRO RIAB.UONPIA CARBONIA,RIA,Sardegna
CENTRO RIAB.UONPIA IGLESIAS,RIA,Sardegna
CENTRO RIABi. S.LUCIA SRL,RIA,Sardegna
CENTRO RIABILITAZ. RNM S.R.L.,RIA,Sardegna
CENTRO RIABILITAZIONE TERRANOA,RIA,Sardegna
CENTRO SAN BIAGIO SRL,RIA,Sardegna
